Use?,Why?,comp_ID,study_ID,dam_ID,animal_ID,author,year,title,journal,species,strain,manip_type,manip_direction,nom_manip_val,,,,nom_manip_val2,,,,intake_reported,vitmin_eql,adlib_con,adlib_exp,diet_con,diet_exp,dam_diet_start_dPC,dam_diet_end_dPC,diet_label,age_mating,n_con_dam,n_exp_dam,multi_use_con,dam_housing,temperature,photoperiod,litter_size,litter_size_equalized,crossfostered,sex,housing,bodyweight_mean_contr,bodyweight_SE_contr,bodyweight_mean_exp,bodyweight_SE_exp,bw_N_contr,bw_N_exp,bw_dayPG,birthweight_mean_contr,birthweight_SE_contr,birthweight_mean_exp,birthweight_SE_exp,birthweight_N_contr,birthweight_N_exp,offspring_diet,offspring_con_adlib,offspring_diet_level,offspring_diet_end_dPP,post_diet_adlib,response_age_dPP,author's behaviour,my behaviour,response_test,time_trial,measure,unit,high_better,night/day,comparison,exp_mean,exp_se,exp_n,con_mean,con_se,con_n,con_ID,d,se,percentage,Data_source,measure_comments,SE_imputed,Comments,suppl_files,weight,weightSE,birth,birthSE,initial_d,intialSE,final_d,finalSE
yes,,comp_490,s_43,D_84,A_119,Duran,2005,Prenatal protein malnutrition indices a ,J014,rats,Sprague-Dawley,protein,-,24%,6%,25%,protein content,,,,,no,,yes,yes,Teklad_isocal_25Casein,Teklad_isocal_6Casein,-35,22,pre,,11,10,no,,,12,8,yes,yes,m,,536,83,492,85,88,80,88,6.38,0.56,5.61,0.44,11,10,control,yes,Purina_Chow_5001,0,yes,88,ACTIVITY,ACTIVITY,radiotelemetry,1440,rest_duration,min,no,day,con_malnourished,791,17.08,10,768,18.34,10,con_168,,,no,Table 2,transformed SD to SEM ,yes, Did not extract data from Fig 1 and 2 or Table 1: not sure it was extractable,,,,,,,,,
?,too young? Home orientation not really activity,comp_491,s_44,D_85,A_120,Galler,1994,prenatal protein malnutrition and homr,J009,rats,Sprague-Dawley,protein,-,24%,6%,25%,protein content,,,,,no,,yes,yes,Teklad_isocal_25Casein,Teklad_isocal_6Casein,-35,22,pre,,17,16,no,,23,12,8,yes,yes,m,dam,,,,,,,,,,,,,,control,yes,Purina_Chow_5001,0,yes,5,ACTIVITY,ACTIVITY,homecage,3,square_crossed,#,yes,night,6/25_25/25_starting_adjacent,2.13,0.64,15,1.71,0.91,17,con_169,,,no,Table 1,,no,did not extract weight as sex are not separated on fig 1. did not extract  homing behaviour just  activity behaviour. Pups tested early but fostered after birth to control females. ,,,,,,,,,
?,too young? Home orientation not really activity,comp_492,s_44,D_85,A_121,Galler,1994,prenatal protein malnutrition and homr,J009,rats,Sprague-Dawley,protein,-,24%,6%,25%,protein content,,,,,no,,yes,yes,Teklad_isocal_25Casein,Teklad_isocal_6Casein,-35,22,pre,,17,16,no,,23,12,8,yes,yes,f,dam,,,,,,,,,,,,,,control,yes,Purina_Chow_5001,0,yes,5,ACTIVITY,ACTIVITY,homecage,3,square_crossed,#,yes,night,6/25_25/25_starting_adjacent,1.38,0.61,16,0.94,0.38,17,con_170,,,no,Table 1,,no,did not extract weight as sex are not separated on fig 1. did not extract  homing behaviour just  activity behaviour. Pups tested early but fostered after birth to control females. ,,,,,,,,,
?,too young? Home orientation not really activity,comp_493,s_44,D_86,A_122,Galler,1994,prenatal protein malnutrition and homr,J009,rats,Sprague-Dawley,protein,-,24%,6%,25%,protein content,,,,,no,,yes,yes,Teklad_isocal_25Casein,Teklad_isocal_6Casein,-35,22,pre,,17,16,no,,23,12,8,yes,yes,m,dam,,,,,,,,,,,,,,control,yes,Purina_Chow_5001,0,yes,5,ACTIVITY,ACTIVITY,homecage,3,square_crossed,#,yes,night,6/25_25/25_starting_home,0.25,0.25,16,1.94,0.8,17,con_171,,,no,Table 1,,no,did not extract weight as sex are not separated on fig 1. did not extract  homing behaviour just  activity behaviour. Pups tested early but fostered after birth to control females. ,,,,,,,,,
?,too young? Home orientation not really activity,comp_494,s_44,D_86,A_123,Galler,1994,prenatal protein malnutrition and homr,J009,rats,Sprague-Dawley,protein,-,24%,6%,25%,protein content,,,,,no,,yes,yes,Teklad_isocal_25Casein,Teklad_isocal_6Casein,-35,22,pre,,17,16,no,,23,12,8,yes,yes,f,dam,,,,,,,,,,,,,,control,yes,Purina_Chow_5001,0,yes,5,ACTIVITY,ACTIVITY,homecage,3,square_crossed,#,yes,night,6/25_25/25_starting_home,0.88,0.26,16,0.76,0.42,17,con_172,,,no,Table 1,,no,did not extract weight as sex are not separated on fig 1. did not extract  homing behaviour just  activity behaviour. Pups tested early but fostered after birth to control females. ,,,,,,,,,
yes,,comp_496,s_46,D_88,A_125,Khan,2003,Gender-linked hypertension in offspring,J051,rats,Sprague-Dawley,calorie,+,4.8,25.70%,5.30%,% fat in diet,,,,,yes,no,yes,yes,RM3_diet_Special_diet_service,RM3_diet_Special_diet_service,-10,43,pre+lact,,12,14,no,,,,8,yes,no,m,single,4238.57,17.54,467.84,11.7,12,14,80,,,,,,,control,yes,RM1_diet_Special_diet_service,21,yes,80,ACTIVITY,ACTIVITY,homecage,720,activity,#,yes,day,C_LF_male_day,1.6,0.1,6,1.4,0.1,6,con_173,,,no,Table 1,activity (not sure what is measured) was recorded for 10s every 5min for a week. 12-hour day and night means are shown. ,no,SE were corrected for multiple observations on each animals by use of the Huber sandwich estimator,,,,,,,,,
yes,,comp_497,s_46,D_88,A_125,Khan,2003,Gender-linked hypertension in offspring,J051,rats,Sprague-Dawley,calorie,+,4.8,25.70%,5.30%,% fat in diet,,,,,yes,no,yes,yes,RM3_diet_Special_diet_service,RM3_diet_Special_diet_service,-10,43,pre+lact,,12,14,no,,,,8,yes,no,m,single,4238.57,17.54,467.84,11.7,12,14,80,,,,,,,control,yes,RM1_diet_Special_diet_service,21,yes,80,ACTIVITY,ACTIVITY,homecage,720,activity,#,yes,night,C_LF_male_night,4.4,0.3,6,4.3,0.4,6,con_174,,,no,Table 2,activity (not sure what is measured) was recroded for 10s every 5min for a week. 12-hour day and night means are shown. ,no,SE were corrected for multiple observations on each animals by use of the Huber sandwich estimator,,,,,,,,,
yes,,comp_498,s_46,D_88,A_126,Khan,2003,Gender-linked hypertension in offspring,J051,rats,Sprague-Dawley,calorie,+,4.8,25.70%,5.30%,% fat in diet,,,,,yes,no,yes,yes,RM3_diet_Special_diet_service,RM3_diet_Special_diet_service,-10,43,pre+lact,,12,14,no,,,,8,yes,no,f,single,258.11,14.04,279.2,6.98,12,14,80,,,,,,,control,yes,RM1_diet_Special_diet_service,21,yes,80,ACTIVITY,ACTIVITY,homecage,720,activity,#,yes,day,C_LF_female_day,1.9,0.3,6,2.2,0.1,6,con_175,,,no,Table 3,activity (not sure what is measured) was recroded for 10s every 5min for a week. 12-hour day and night means are shown. ,no,SE were corrected for multiple observations on each animals by use of the Huber sandwich estimator,,,,,,,,,
yes,,comp_499,s_46,D_88,A_126,Khan,2003,Gender-linked hypertension in offspring,J051,rats,Sprague-Dawley,calorie,+,4.8,25.70%,5.30%,% fat in diet,,,,,yes,no,yes,yes,RM3_diet_Special_diet_service,RM3_diet_Special_diet_service,-10,43,pre+lact,,12,14,no,,,,8,yes,no,f,single,258.11,14.04,279.2,6.98,12,14,80,,,,,,,control,yes,RM1_diet_Special_diet_service,21,yes,80,ACTIVITY,ACTIVITY,homecage,720,activity,#,yes,night,C_LF_female_night,4.2,0.3,6,4.5,0.2,6,con_176,,,no,Table 4,activity (not sure what is measured) was recroded for 10s every 5min for a week. 12-hour day and night means are shown. ,no,SE were corrected for multiple observations on each animals by use of the Huber sandwich estimator,,,,,,,,,
yes,,comp_500,s_47,D_89,A_127,Massaro,1977,Early protein malnutrition in the,J016,rats,Sprague-Dawley,protein,-,48%,12%,25%,protein content,,,,,no,yes,yes,yes,Barnes_isocal_25%Casein,Barnes_isocal_12%Casein,22,29,lact,,8,8,no,single,,12,8,yes,no,m,pair,97.86,2.45,44.04,5.5,16,16,29,,,,,,,control,yes,Barnes_isocal_25%Casein,29,yes,29,ACTIVITY,ACTIVITY,homecage_2_pups,720,%_time_ activity,%,yes,night,C_LP,48.86,2.31,16,58.98,1.24,16,con_177,,,yes,fig 2,not sure if SD or SEM,no,"extracted data for 1st trial only (age 29), did not extract data for feeding or drinking or animal separated, birthweight not readable, have classified behaviours myself as wasn't clear from the author",,,,,,,,,
yes,,comp_501,s_47,D_89,A_127,Massaro,1977,Early protein malnutrition in the,J016,rats,Sprague-Dawley,protein,-,48%,12%,25%,protein content,,,,,no,yes,yes,yes,Barnes_isocal_25%Casein,Barnes_isocal_12%Casein,22,29,lact,,8,8,no,single,,12,8,yes,no,m,pair,97.86,2.45,44.04,5.5,16,16,29,,,,,,,control,yes,Barnes_isocal_25%Casein,29,yes,29,ACTIVITY,ACTIVITY,homecage_2_pups,720,%_time_ horizontal_lying,%,no,night,C_LP,46.18,2.35,16,59.12,2.06,16,con_178,,,yes,fig 3,not sure if SD or SEM,no,"extracted data for 1st trial only (age 29), did not extract data for feeding or drinking or animal separated, birthweight not readable, have classified behaviours myself as wasn't clear from the author",,,,,,,,,
yes,,comp_502,s_47,D_89,A_127,Massaro,1977,Early protein malnutrition in the,J016,rats,Sprague-Dawley,protein,-,48%,12%,25%,protein content,,,,,no,yes,yes,yes,Barnes_isocal_25%Casein,Barnes_isocal_12%Casein,22,29,lact,,8,8,no,single,,12,8,yes,no,m,pair,97.86,2.45,44.04,5.5,16,16,29,,,,,,,control,yes,Barnes_isocal_25%Casein,29,yes,29,EXPLORATION,EXPLORATION,homecage_2_pups,720,%_time_rearing,%,yes,night,C_LP,5.85,1.2,16,9.9,0.75,16,con_179,,,yes,fig 3,not sure if SD or SEM,no,"extracted data for 1st trial only (age 29), did not extract data for feeding or drinking or animal separated, birthweight not readable, have classified behaviours myself as wasn't clear from the author",,,,,,,,,
yes,,comp_503,s_47,D_89,A_127,Massaro,1977,Early protein malnutrition in the,J016,rats,Sprague-Dawley,protein,-,48%,12%,25%,protein content,,,,,no,yes,yes,yes,Barnes_isocal_25%Casein,Barnes_isocal_12%Casein,22,29,lact,,8,8,no,single,,12,8,yes,no,m,pair,97.86,2.45,44.04,5.5,16,16,29,,,,,,,control,yes,Barnes_isocal_25%Casein,29,yes,29,ACTIVITY,EXPLORATION,homecage_2_pups,720,%_time_climbing,%,yes,night,C_LP,8.65,3.06,16,5.65,0.82,16,con_180,,,yes,fig 3,not sure if SD or SEM,no,"extracted data for 1st trial only (age 29), did not extract data for feeding or drinking or animal separated, birthweight not readable, have classified behaviours myself as wasn't clear from the author",,,,,,,,,
yes,,comp_504,s_47,D_89,A_127,Massaro,1977,Early protein malnutrition in the,J016,rats,Sprague-Dawley,protein,-,48%,12%,25%,protein content,,,,,no,yes,yes,yes,Barnes_isocal_25%Casein,Barnes_isocal_12%Casein,22,29,lact,,8,8,no,single,,12,8,yes,no,m,pair,97.86,2.45,44.04,5.5,16,16,29,,,,,,,control,yes,Barnes_isocal_25%Casein,29,yes,29,ACTIVITY,ACTIVITY,homecage_2_pups,720,%_time_grooming,%,no,night,C_LP,13.08,1.09,16,11.99,1.21,16,con_181,,,yes,fig 4,not sure if SD or SEM,no,"extracted data for 1st trial only (age 29), did not extract data for feeding or drinking or animal separated, birthweight not readable, have classified behaviours myself as wasn't clear from the author",,,,,,,,,
yes,,comp_505,s_48,D_90,A_128,Massaro,1977,Protein malnutrition induced during gestation,J016,rats,Sprague-Dawley,protein,-,28%,12%,25%,protein content,,,,,no,yes,yes,yes,Barnes_isocal_25%Casein,Barnes_isocal_7%Casein,0,22,pre,,7,6,no,single,,12,8,yes,no,m,dam,,,,,,,,6.63,,5.51,"t=5.05, df=38, p<0.001",56,48,control,yes,Barnes_isocal_25%Casein,0,yes,21,ACTIVITY,EXPLORATION,homecage,720,%_time_climbing,%,yes,night,C_LP,4.75,2.37,48,8.63,1.4,56,con_182,,,yes,Fig 3C,"not sure if SD or SEM, not sure about sample size (looked at all the pups per dam or only 2 per dams like previously?)",no,"extracted data for 1st trial only (age 29), did not extract data for feeding or drinking or animal separated, birthweight not readable, have classified behaviours myself as wasn't clear from the author",,,,,,,,,
?,pups too young,comp_506,s_48,D_90,A_128,Massaro,1977,Protein malnutrition induced during gestation,J016,rats,Sprague-Dawley,protein,-,28%,12%,25%,protein content,,,,,no,yes,yes,yes,Barnes_isocal_25%Casein,Barnes_isocal_7%Casein,0,22,pre,,7,6,no,single,,12,8,yes,no,m,dam,,,,,,,,6.63,,5.51,"t=5.05, df=38, p<0.001",56,48,control,yes,Barnes_isocal_25%Casein,0,yes,17,EXPLORATION,EXPLORATION,homecage,720,%_time_rearing,%,yes,night,C_LP,2.37,0.73,48,2.92,0.73,56,con_183,,,yes,Fig 3D,"not sure if SD or SEM, not sure about sample size (looked at all the pups per dam or only 2 per dams like previously?)",no,"extracted data for 1st trial only (age 29), did not extract data for feeding or drinking or animal separated, birthweight not readable, have classified behaviours myself as wasn't clear from the author. Pups tested early but mums under exp diets only during gestation. ",,,,,,,,,
yes,,comp_507,s_49,D_91,A_129,Naef,2011,Maternal high-fat intake alters,J021,rats,Sprague-Dawley,calorie,+,6,30%,5%,% fat in diet,1.315942029,4.54,3.45,Kcal/g in diet,no,,yes,yes,Teklad_5%fat,Teklad_30%fat,12,43,pre+lact,,,,no,,25,12,10,yes,no,m,pair,,,,,,,,,,,,,,control,yes,Teklad_5%fat,22,yes,95,ACTIVITY,ACTIVITY,Photocell_device,90,distance,cm,yes,day,con_exp_saline,1155.62,120.37,13,1264.28,166.78,16,con_184,,,no,Fig 5C,,no,extracted data for saline and 0-10min  only,,,,,,,,,
yes,,comp_508,s_50,D_92,A_130,Ohishi,2012,Adolescent hyperactivity of offspring after,J020,rats,CrL:CD,protein,-,50%,10%,20%,protein content,,,,,no,,yes,yes,CRF-1_basal_diet_Oriental_Yeast_Tokyo_20%casein,CRF-1_basal_diet_Oriental_Yeast_Tokyo_10%casein,10,43,pre+lact,,8,8,no,single,23,12,8,yes,no,m,group,,,,,,,,,,,,,,control,yes,CRF-1_basal_diet_Oriental_Yeast_Tokyo_20%casein,21,yes,72,ACTIVITY,ACTIVITY,Photocell_device,10,activity,#,yes,day,con_exp_m,446,6.75,16,452,5.75,16,con_185,,,no,Table 5,transformed SD to SEM ,yes,"did not extract data for reflex and righting responses, only extracted data for first 10min. ",,,,,,,,,
yes,,comp_509,s_50,D_92,A_131,Ohishi,2012,Adolescent hyperactivity of offspring after,J020,rats,CrL:CD,protein,-,50%,10%,20%,protein content,,,,,no,,yes,yes,CRF-1_basal_diet_Oriental_Yeast_Tokyo_20%casein,CRF-1_basal_diet_Oriental_Yeast_Tokyo_10%casein,10,43,pre+lact,,8,8,no,single,23,12,8,yes,no,f,group,,,,,,,,,,,,,,control,yes,CRF-1_basal_diet_Oriental_Yeast_Tokyo_20%casein,21,yes,72,ACTIVITY,ACTIVITY,Photocell_device,10,activity,#,yes,day,con_exp_f,434,6.5,16,379,8.75,16,con_186,,,no,Table 5,transformed SD to SEM ,yes,"did not extract data for reflex and righting responses, only extracted data for first 10min. ",,,,,,,,,
yes,,comp_510,s_51,D_93,A_132,Qasem,2012,Elucidation of thrifty features in ,J009,rats,Sprague-Dawley,protein,-,42%,8%,19%,protein content,,,,,,yes,yes,yes,AIN76A_isocal_19%Casein,AINM76A_isocal_8%Casein,0,43,pre+lact,84,9,9,no,single,,,12,yes,no,m,group,402.17,21.74,304.35,24.46,9,9,92,,,,,,,control,yes,Qasem_lab_chow,28,yes,91,ACTIVITY,ACTIVITY,Photocell_device,30,Total_distance,cm,yes,day,con_exp_explo_m_day,4875.49,245.13,9,4494.16,136.19,9,con_187,,,no,Fig 5A,range of sample size,no,Extracted data for exploratory phase only (first 30min),,,,,,,,,
yes,,comp_511,s_51,D_93,A_132,Qasem,2012,Elucidation of thrifty features in ,J009,rats,Sprague-Dawley,protein,-,42%,8%,19%,protein content,,,,,,yes,yes,yes,AIN76A_isocal_19%Casein,AINM76A_isocal_8%Casein,0,43,pre+lact,84,9,9,no,single,,,12,yes,no,m,group,402.17,21.74,304.35,24.46,9,9,92,,,,,,,control,yes,Qasem_lab_chow,28,yes,91,ACTIVITY,ACTIVITY,Photocell_device,30,Total_distance,cm,yes,night,con_exp_explo_m_night,4821.01,435.8,9,4848.25,326.85,9,con_188,,,no,Fig 5A,range of sample size,no,Extracted data for exploratory phase only (first 30min),,,,,,,,,
yes,,comp_512,s_51,D_93,A_133,Qasem,2012,Elucidation of thrifty features in ,J009,rats,Sprague-Dawley,protein,-,42%,8%,19%,protein content,,,,,,yes,yes,yes,AIN76A_isocal_19%Casein,AINM76A_isocal_8%Casein,0,43,pre+lact,84,9,9,no,single,,,12,yes,no,f,group,247.34,12.77,201.06,9.57,9,9,92,,,,,,,control,yes,Qasem_lab_chow,28,yes,91,ACTIVITY,ACTIVITY,Photocell_device,30,Total_distance,cm,yes,day,con_exp_explo_f_day,4865.57,433.89,9,4544.72,289.26,9,con_189,,,no,Fig 5B,range of sample size,no,Extracted data for exploratory phase only (first 30min),,,,,,,,,
yes,,comp_513,s_51,D_93,A_133,Qasem,2012,Elucidation of thrifty features in ,J009,rats,Sprague-Dawley,protein,-,42%,8%,19%,protein content,,,,,,yes,yes,yes,AIN76A_isocal_19%Casein,AINM76A_isocal_8%Casein,0,43,pre+lact,84,9,9,no,single,,,12,yes,no,f,group,247.34,12.77,201.06,9.57,9,9,92,,,,,,,control,yes,Qasem_lab_chow,28,yes,91,ACTIVITY,ACTIVITY,Photocell_device,30,Total_distance,cm,yes,night,con_exp_explo_f_night,4822.12,549.6,9,4906.35,173.56,9,con_190,,,no,Fig 5B,range of sample size,no,Extracted data for exploratory phase only (first 30min),,,,,,,,,
yes,,comp_514,s_52,D_94,A_134,Rudyk,2011,Increased cardiovascular reactivity to acute,J052,rats,Sprague-Dawley,calorie,+,5.5,23.60%,4.30%,% fat in diet,1.289473684,19.6,15.2,MJ/kg diet,yes,,yes,yes,RM3_diet_Special_diet_service,Rudyk_fat_rich_diet,-10,43,pre+lact,100,,,no,single,20,12,8,yes,no,m,group,,,,,,,,,,,,,,control,yes,RM1_diet_Special_diet_service,21,yes,91,ACTIVITY,ACTIVITY,radiotelemetry,720,count_per_min,#,yes,day,con_exp_m_day,2.5,0.2,8,2.3,0.8,7,con_191,,,no,Table S1," activity recorded for 10 sec, every 5 min for 1 week. 12H day and night mean values were computed",no,Extracted data measured at 3months of age (table S1),,,,,,,,,
yes,,comp_515,s_52,D_94,A_134,Rudyk,2011,Increased cardiovascular reactivity to acute,J052,rats,Sprague-Dawley,calorie,+,5.5,23.60%,4.30%,% fat in diet,1.289473684,19.6,15.2,MJ/kg diet,yes,,yes,yes,RM3_diet_Special_diet_service,Rudyk_fat_rich_diet,-10,43,pre+lact,100,,,no,single,20,12,8,yes,no,m,group,,,,,,,,,,,,,,control,yes,RM1_diet_Special_diet_service,21,yes,91,ACTIVITY,ACTIVITY,radiotelemetry,720,count_per_min,#,yes,night,con_exp_m_night,2.1,0.3,8,4,0.5,7,con_192,,,no,Table S2," activity recorded for 10 sec, every 5 min for 1 week. 12H day and night mean values were computed",no,Extracted data measured at 3months of age (table S1),,,,,,,,,
yes,,comp_516,s_52,D_94,A_135,Rudyk,2011,Increased cardiovascular reactivity to acute,J052,rats,Sprague-Dawley,calorie,+,5.5,23.60%,4.30%,% fat in diet,1.289473684,19.6,15.2,MJ/kg diet,yes,,yes,yes,RM3_diet_Special_diet_service,Rudyk_fat_rich_diet,-10,43,pre+lact,100,,,no,single,20,12,8,yes,no,f,group,,,,,,,,,,,,,,control,yes,RM1_diet_Special_diet_service,21,yes,91,ACTIVITY,ACTIVITY,radiotelemetry,720,count_per_min,#,yes,day,con_exp_f_day,2.5,0.3,8,2.5,0.2,7,con_193,,,no,Table S3," activity recorded for 10 sec, every 5 min for 1 week. 12H day and night mean values were computed",no,Extracted data measured at 3months of age (table S1),,,,,,,,,
yes,,comp_517,s_52,D_94,A_135,Rudyk,2011,Increased cardiovascular reactivity to acute,J052,rats,Sprague-Dawley,calorie,+,5.5,23.60%,4.30%,% fat in diet,1.289473684,19.6,15.2,MJ/kg diet,yes,,yes,yes,RM3_diet_Special_diet_service,Rudyk_fat_rich_diet,-10,43,pre+lact,100,,,no,single,20,12,8,yes,no,f,group,,,,,,,,,,,,,,control,yes,RM1_diet_Special_diet_service,21,yes,91,ACTIVITY,ACTIVITY,radiotelemetry,720,count_per_min,#,yes,night,con_exp_f_night,4.2,0.5,8,4.1,0.2,7,con_194,,,no,Table S4," activity recorded for 10 sec, every 5 min for 1 week. 12H day and night mean values were computed",no,Extracted data measured at 3months of age (table S1),,,,,,,,,
?,may exclude for sensitive analysis  because of diet (they can choose between protein and sugar),comp_518,s_53,D_95,A_136,Samuelsson ,2008,Diet-induced obesity in female ,J051,mice,C57BL/6J,calorie,+,5.3,16%,3%,% fat in diet,1.142857143,4,3.5,Kcal/g in diet,yes,,,,RM1_diet_Special_diet_service,AIN93G_Special_Dietary_Services,-42,43,pre+lact,100,20,30,no,,25,12,6,yes,no,m,,23.2,0.4,25.5,0.5,8,8,92,,,,,,,control,yes,Samuelsson_standard_laboratory_chow,21,yes,92,ACTIVITY,ACTIVITY,radiotelemetry,60,count,#,yes,night,con_exp_m_night,6.41,5.13,6,5.13,1.71,6,con_195,,,no,Fig 3C," activity recorded for 10 sec, every 5 min over a 24h period for 7 days",no,"extracted data for day and night (not sure this is right), extracted data for 3 month of age only, not sure about cal count as condensed milk pellets were added to the fat-enriched dietビange of sample size",,,,,,,,,
?,may exclude for sensitive analysis  because of diet (they can choose between protein and sugar),comp_519,s_53,D_95,A_136,Samuelsson ,2008,Diet-induced obesity in female ,J051,mice,C57BL/6J,calorie,+,5.3,16%,3%,% fat in diet,1.142857143,4,3.5,Kcal/g in diet,yes,,,,RM1_diet_Special_diet_service,AIN93G_Special_Dietary_Services,-42,43,pre+lact,100,20,30,no,,25,12,6,yes,no,m,,23.2,0.4,25.5,0.5,8,8,92,,,,,,,control,yes,Samuelsson_standard_laboratory_chow,21,yes,92,ACTIVITY,ACTIVITY,radiotelemetry,60,count,#,yes,day,con_exp_m_day,11.97,3.42,6,11.97,1.71,6,con_196,,,no,Fig 3C," activity recorded for 10 sec, every 5 min over a 24h period for 7 days",no,"extracted data for day and night (not sure this is right), extracted data for 3 month of age only, not sure about cal count as condensed milk pellets were added to the fat-enriched dietビange of sample size",,,,,,,,,
?,may exclude for sensitive analysis  because of diet (they can choose between protein and sugar),comp_520,s_53,D_95,A_137,Samuelsson ,2008,Diet-induced obesity in female ,J051,mice,C57BL/6J,calorie,+,5.3,16%,3%,% fat in diet,1.142857143,4,3.5,Kcal/g in diet,yes,,,,RM1_diet_Special_diet_service,AIN93G_Special_Dietary_Services,-42,43,pre+lact,100,20,30,no,,25,12,6,yes,no,f,,20.8,0.4,21.8,0.2,8,8,92,,,,,,,control,yes,Samuelsson_standard_laboratory_chow,21,yes,92,ACTIVITY,ACTIVITY,radiotelemetry,60,count,#,yes,day,con_exp_f_day,0.78,0.78,6,3.91,1.17,6,con_197,,,no,Fig 3C," activity recorded for 10 sec, every 5 min over a 24h period for 7 days",no,"extracted data for day and night (not sure this is right), extracted data for 3 month of age only, not sure about cal count as condensed milk pellets were added to the fat-enriched dietビange of sample size",,,,,,,,,
?,may exclude for sensitive analysis  because of diet (they can choose between protein and sugar),comp_521,s_53,D_95,A_137,Samuelsson ,2008,Diet-induced obesity in female ,J051,mice,C57BL/6J,calorie,+,5.3,16%,3%,% fat in diet,1.142857143,4,3.5,Kcal/g in diet,yes,,,,RM1_diet_Special_diet_service,AIN93G_Special_Dietary_Services,-42,43,pre+lact,100,20,30,no,,25,12,6,yes,no,f,,20.8,0.4,21.8,0.2,8,8,92,,,,,,,control,yes,Samuelsson_standard_laboratory_chow,21,yes,92,ACTIVITY,ACTIVITY,radiotelemetry,60,count,#,yes,night,con_exp_f_night,9.77,1.95,6,9.77,4.3,6,con_198,,,no,Fig 3C," activity recorded for 10 sec, every 5 min over a 24h period for 7 days",no,"extracted data for day and night (not sure this is right), extracted data for 3 month of age only, not sure about cal count as condensed milk pellets were added to the fat-enriched dietビange of sample size",,,,,,,,,
yes,,comp_522,s_54,D_96,A_138,Smart,1974,Activity and exploratory behavior of ,J016,rats,Lister,calorie,-,50%,50%,100%,intake,,,,,no,,yes,no,Oxoid_breeding_diet_London,Oxoid_breeding_diet_London,0,43,pre+lact,,10,11,no,single,,12,,no,no,m,group,360,40,264,19,15,14,110,6.1,0.8,5.4,0.6,69,80,control,yes,Oxoid_breeding_diet_London,25,yes,105,ACTIVITY,ACTIVITY,Open_Field,10,square_crossed,#,yes,day,C_U,70.28,3.35,14,61.13,4.58,15,con_199,,,no,Fig 2,"SD for weight, SEM for activity",no,other data not shown as not stat. significant. Only extracted data for 1st test. ,,,,,,,,,
